Name,Platform,Year_of_Release,Genre,Publisher,Developer,Rating
Secret Game Portable,PSP,2010,Adventure,Yeti,,
Wand of Fortune Portable,PSP,2010,Adventure,Idea Factory,,
Himawari: Pebble in the Sky Portable,PSP,2010,Adventure,Kadokawa Shoten,,
Magic Encyclopedia: Moonlight,DS,2010,Misc,Foreign Media Games,,
Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III,PS2,2010,Misc,Hackberry,,
Sakura Sakura: Haru Urara,PSP,2010,Adventure,GN Software,,
Datenshi no Amai Yuuwaku x Kaikan Phrase,DS,2010,Adventure,FuRyu,,
Kana: Imouto,PSP,2010,Adventure,CyberFront,,
Last Escort: Club Katze,PS2,2010,Adventure,D3Publisher,,
Tears to Tiara: Kakan no Daichi Portable,PSP,2010,Adventure,Aqua Plus,,
Pet Shop Monogatari DS 2,DS,2010,Simulation,Taito,,
Minna no Conveni,DS,2010,Simulation,Taito,,
King of Fighters 2002: Unlimited Match Tougeki Ver.,PS2,2010,Fighting,SNK Playmore,,
Densetsu no Yuusha no Densetsu: Legendary Saga,PSP,2010,Role-Playing,Kadokawa Shoten,,
Hiiro no Kakera: Shin Tamayori Hime Denshou Portable,PSP,2010,Adventure,Idea Factory,,
No Fate! Only the Power of Will,X360,2010,Adventure,Alchemist,,
"Hanayaka Kana, Ware ga Ichizoku",PSP,2010,Adventure,Idea Factory,,
Sengoku Hime 2 Arashi: Hyakubana Senran Tatsukaze no Gotoku,PSP,2010,Strategy,System Soft,,
ef - a fairy tale of the two.,PS2,2010,Adventure,Comfort,,
FairlyLife: MiracleDays,PSP,2010,Adventure,Piacci,,
Moe Moe 2-Ji Daisenryaku 2,PSP,2010,Strategy,System Soft,,
Ishin Renka: Ryouma Gaiden,PSP,2010,Adventure,D3Publisher,,
S.Y.K: Shinsetsu Saiyuuki Portable,PSP,2010,Adventure,Idea Factory,,
Akatsuki no Amaneka to Aoi Kyojin,PSP,2010,Strategy,CyberFront,,
Wand of Fortune: Mirai e no Prologue,PS2,2010,Adventure,Idea Factory,,
Tenjin Ranman: Happy GO Lucky!!,PSP,2010,Adventure,Russel,,
Ishin no Arashi: Shippuu Ryuumeden,DS,2010,Strategy,Tecmo Koei,,
Slotter Mania P: Tetsuya Shinjuku vs Ueno ,PSP,2010,Misc,Dorart,,
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",PC,2010,Shooter,Activision,,
FIFA 12,PS3,2011,Sports,Electronic Arts,,
The Legend of Zelda: Ocarina of Time,3DS,2011,Action,Nintendo,,
FIFA 12,X360,2011,Sports,Electronic Arts,,
Nintendogs + cats,3DS,2011,Simulation,Nintendo,,
Mario & Sonic at the London 2012 Olympic Games,Wii,2011,Sports,Sega,,
Monster Hunter Tri,3DS,2011,Role-Playing,Nintendo,,
Professor Layton and the Mask of Miracle,3DS,2011,Puzzle,Nintendo,,
The ICO & Shadow of the Colossus Collection,PS3,2011,Adventure,Sony Computer Entertainment,,
Cars 2,DS,2011,Racing,Disney Interactive Studios,,
Ratchet & Clank: All 4 One,PS3,2011,Platform,Sony Computer Entertainment,,
Omerta: City of Gangsters,PS3,2011,Simulation,Konami Digital Entertainment,,
Marvel vs. Capcom 3: Fate of Two Worlds,X360,2011,Fighting,Capcom,,
Cars 2,Wii,2011,Racing,Disney Interactive Studios,,
FIFA 12,Wii,2011,Sports,Electronic Arts,,
Just Dance Wii,Wii,2011,Misc,Nintendo,,
Need for Speed: Shift 2 Unleashed,PS3,2011,Racing,Electronic Arts,,
Dragon Quest Monsters: Joker 2 Professional,DS,2011,Role-Playing,Square Enix,,
Kidou Senshi Gundam: Extreme VS,PS3,2011,Fighting,Namco Bandai Games,,
Inazuma Eleven GO,3DS,2011,Role-Playing,Nintendo,,
FIFA 12,PSP,2011,Sports,Electronic Arts,,
Cars 2,PS3,2011,Racing,Disney Interactive Studios,,
Monster Hunter Freedom 2,PS3,2011,Role-Playing,Capcom,,
Cars 2,X360,2011,Racing,Disney Interactive Studios,,
Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,Wii,2011,Role-Playing,Square Enix,,
FIFA 12,PC,2011,Sports,Electronic Arts,,
Transformers: Dark of the Moon - Autobots/Decepticons,DS,2011,Action,Activision,,
Need for Speed: Shift 2 Unleashed,X360,2011,Racing,Electronic Arts,,
DanceStar Party,PS3,2011,Misc,Sony Computer Entertainment,,
Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,2011,Strategy,Banpresto,,
"Barbie: Jet, Set & Style!",DS,2011,Misc,THQ,,
Virtua Tennis 4: World Tour,PSV,2011,Sports,Sega,,
AKB1/48: Idol to Guam de Koishitara...,PSP,2011,Misc,Namco Bandai Games,,
Danball Senki,PSP,2011,Role-Playing,Level 5,,
FIFA 12,3DS,2011,Sports,Electronic Arts,,
Taiko no Tatsujin Wii: Ketteiban,Wii,2011,Misc,Namco Bandai Games,,
Raving Rabbids: Travel in Time 3D,3DS,2011,Platform,Ubisoft,,
Taiko no Tatsujin Portable DX,PSP,2011,Misc,Namco Bandai Games,,
Phantasy Star Portable 2: Infinity,PSP,2011,Role-Playing,Sega,,
The House of the Dead: Overkill - Extended Cut,PS3,2011,Shooter,Sega,,
Toriko: Gourmet Survival!,PSP,2011,Role-Playing,Namco Bandai Games,,
Kinectimals: Now with Bears!,X360,2011,Misc,Microsoft Game Studios,,
One Piece: Gigant Battle 2 Shin Sekai,DS,2011,Fighting,Namco Bandai Games,,
Pac-Man All-Stars,PS3,2011,Fighting,Namco Bandai Games,,
SD Gundam G Generation World,PSP,2011,Strategy,Namco Bandai Games,,
Sengoku Musou 3 Z,PS3,2011,Action,Ackkstudios,,
Hatsune Miku: Project Diva Extend,PSP,2011,Misc,Sega,,
We Sing Deutsche Hits,Wii,2011,Misc,Nordic Games,,
Might & Magic Heroes VI,PC,2011,Role-Playing,Ubisoft,,
"Carnival Games: Monkey See, Monkey Do!",X360,2011,Misc,Take-Two Interactive,,
MonHun Nikki: Poka Poka Ailu Mura G,PSP,2011,Role-Playing,Capcom,,
Peppa Pig: Theme Park Fun,DS,2011,Misc,P2 Games,,
Shin Megami Tensei: Persona 2: Innocent Sin,PSP,2011,Role-Playing,Atlus,,
Rabbids: Alive & Kicking,X360,2011,Misc,Ubisoft,,
Battle & Get! Pokemon Typing DS,DS,2011,Misc,Nintendo,,
Tales of the World: Radiant Mythology 3,PSP,2011,Role-Playing,Namco Bandai Games,,
Ace Attorney Investigations 2,DS,2011,Adventure,Capcom,,
Jikkyou Powerful Pro Yakyuu 2011,PS3,2011,Sports,Konami Digital Entertainment,,
Call of Duty: Modern Warfare 3: Defiance,DS,2011,Shooter,Activision,,
Kung Fu Panda 2,X360,2011,Action,THQ,,
"Barbie: Jet, Set & Style!",Wii,2011,Misc,THQ,,
Tongari Boushi to Oshare na Mahou Tsukai,DS,2011,Action,Konami Digital Entertainment,,
Pro Yaky? Spirits 2011,PSP,2011,Sports,Konami Digital Entertainment,,
Atelier Meruru: Alchemist of Arland 3,PS3,2011,Role-Playing,Nippon Ichi Software,,
Loving Life with Hello Kitty & Friends,DS,2011,Misc,Rising Star Games,,
Puss in Boots,X360,2011,Action,THQ,,
Cars 2,3DS,2011,Racing,Disney Interactive Studios,,
Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,PS3,2011,Action,Namco Bandai Games,,
Danball Senki Boost,PSP,2011,Action,Level 5,,
Sengoku Basara 3 Utage,PS3,2011,Action,Capcom,,
Karaoke Revolution Glee 2: Road to Regionals,Wii,2011,Misc,Konami Digital Entertainment,,
Kung Fu Panda 2,DS,2011,Action,THQ,,
Transformers: Dark of the Moon,3DS,2011,Action,Activision,,
Yoostar2,X360,2011,Misc,Unknown,,
Now! That's What I Call Music: Dance & Sing,Wii,2011,Misc,Unknown,,
Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,DS,2011,Strategy,Konami Digital Entertainment,,
Champion Jockey: G1 Jockey & Gallop Racer,PS3,2011,Sports,Tecmo Koei,,
J-League Pro Soccer Club o Tsukurou! 7 Euro Plus,PSP,2011,Sports,Sega,,
7th Dragon 2020,PSP,2011,Role-Playing,Sega,,
The Legend of Heroes VII: The Trail of Blue,PSP,2011,Role-Playing,Falcom Corporation,,
SingStar: Back to the 80s,PS3,2011,Misc,Sony Computer Entertainment,,
Ore no Shikabane o Koete Yuke,PSP,2011,Role-Playing,Sony Computer Entertainment,,
Jikkyou Powerful Pro Yakyuu 2011,PSP,2011,Sports,Konami Digital Entertainment,,
Just Dance 2: Extra Songs,Wii,2011,Misc,Ubisoft,,
Steins;Gate,PSP,2011,Adventure,Kadokawa Shoten,,
Pac-Man & Galaga Dimensions,3DS,2011,Misc,Namco Bandai Games,,
Inazuma Eleven Strikers 2012 Xtreme,Wii,2011,Role-Playing,Level 5,,
SpongeBob's Surf & Skate Roadtrip,X360,2011,Action,THQ,,
Need for Speed: Shift 2 Unleashed,PC,2011,Racing,Electronic Arts,,
Magical ZhuZhu Princess: Carriages & Castles,DS,2011,Simulation,Activision,,
Pro Yaky? Spirits 2011,PS3,2011,Sports,Konami Digital Entertainment,,
Cabela's Big Game Hunter: Hunting Party,X360,2011,Sports,Activision,,
Biohazard: Revival Selection,PS3,2011,Action,Capcom,,
EyePet & Friends,PS3,2011,Simulation,Sony Computer Entertainment,,
Monkey Island: Special Edition Collection,PC,2011,Adventure,LucasArts,,
Transformers: Dark of the Moon,Wii,2011,Action,Activision,,
Michael Jackson: The Experience 3D,3DS,2011,Misc,Ubisoft,,
SD Gundam G Generation 3D,3DS,2011,Role-Playing,Namco Bandai Games,,
Yu-Gi-Oh! 5D's Tag Force 6,PSP,2011,Strategy,Konami Digital Entertainment,,
WRC 2: FIA World Rally Championship,PS3,2011,Racing,Ubisoft,,
Sengoku Basara: Chronicle Heroes,PSP,2011,Action,Capcom,,
Kingdom Hearts: Birth by Sleep - Final Mix,PSP,2011,Role-Playing,Square Enix,,
The Idolm@ster 2,PS3,2011,Misc,Namco Bandai Games,,
Senran Kagura: Sh?jo-tachi no Shinei,3DS,2011,Action,Marvelous Interactive,,
Amagami,PSP,2011,Adventure,Kadokawa Shoten,,
The Oregon Trail,Wii,2011,Simulation,Crave Entertainment,,
Kids Learn Math: A+ Edition,DS,2011,Misc,Unknown,,
The Sims Medieval: Pirates and Nobles,PC,2011,Simulation,Electronic Arts,,
Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,PSP,2011,Adventure,Banpresto,,
Tamagotchi Collection,DS,2011,Misc,Namco Bandai Games,,
White Knight Chronicles: Origins,PSP,2011,Role-Playing,Sony Computer Entertainment,,
Sengoku Musou 3 Empires,PS3,2011,Action,Tecmo Koei,,
Kenka Banchou 5: Otoko no Housoku,PSP,2011,Action,Spike,,
Uta no * Prince-Sama: Repeat,PSP,2011,Adventure,Broccoli,,
Akiba's Trip,PSP,2011,Adventure,Acquire,,
Kidou Senshi Gundam: Shin Gihren no Yabou,PSP,2011,Strategy,Namco Bandai Games,,
Earth Defense Force 2: Invaders from Planet Space,PSP,2011,Action,D3Publisher,,
Let's Cheer,X360,2011,Misc,Take-Two Interactive,,
Puyo Puyo!! 20th Anniversary,DS,2011,Puzzle,Sega,,
Shinobido 2: Tales of the Ninja,PSV,2011,Action,Sony Computer Entertainment,,
Queen's Gate: Spiral Chaos,PSP,2011,Role-Playing,Namco Bandai Games,,
Kung Fu Panda 2,Wii,2011,Action,THQ,,
Suite PreCure: Melody Collection,DS,2011,Misc,Namco Bandai Games,,
Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PSP,2011,Sports,Konami Digital Entertainment,,
The Oregon Trail,3DS,2011,Simulation,Crave Entertainment,,
Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,3DS,2011,Role-Playing,Square Enix,,
Zoobles! Spring to Life!,DS,2011,Misc,Activision,,
Puyo Puyo!! 20th Anniversary,3DS,2011,Puzzle,Sega,,
Cars 2,PSP,2011,Racing,Disney Interactive Studios,,
Sengoku Basara 3 Utage,Wii,2011,Action,Capcom,,
Gungnir: Mayari no Gunshin to Eiyuu Sensou,PSP,2011,Role-Playing,Atlus,,
SBK 2011: FIM Superbike World Championship,PS3,2011,Racing,Black Bean Games,,
Football Manager 2012,PSP,2011,Sports,Sega,,
All Kamen Rider: Rider Generation,DS,2011,Action,Namco Bandai Games,,
My Fitness Coach: Club,PS3,2011,Sports,Ubisoft,,
Gundam Memories: Tatakai no Kioku,PSP,2011,Action,Namco Bandai Games,,
McDROID,Wii,2011,Strategy,Namco Bandai Games,,
Macross Triangle Frontier,PSP,2011,Action,Namco Bandai Games,,
SpongeBob's Surf & Skate Roadtrip,DS,2011,Action,THQ,,
Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny,PSP,2011,Fighting,Namco Bandai Games,,
A.C.E.: Another Century's Episode Portable,PSP,2011,Simulation,Namco Bandai Games,,
Petz Puppyz & Kittenz,DS,2011,Misc,Ubisoft,,
Power Pro Kun Pocket 14,DS,2011,Sports,Konami Digital Entertainment,,
After Hours Athletes,PS3,2011,Sports,Sony Computer Entertainment,,
Tom Clancy's Splinter Cell Trilogy,PS3,2011,Action,Ubisoft,,
Happy Feet Two,3DS,2011,Action,Warner Bros. Interactive Entertainment,,
To Heart 2: Dungeon Travelers,PSP,2011,Adventure,Aqua Plus,,
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PS3,2011,Adventure,THQ,,
Shin Sangoku Musou 6 Special,PSP,2011,Action,Tecmo Koei,,
Frontier Gate,PSP,2011,Role-Playing,Konami Digital Entertainment,,
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,X360,2011,Action,THQ,,
Saigo no Yakusoku no Monogatari,PSP,2011,Role-Playing,Unknown,,
Naruto Shippuden 3D: The New Era,3DS,2011,Action,505 Games,,
Busou Shinki: Battle Masters Mk. 2,PSP,2011,Action,Konami Digital Entertainment,,
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,DS,2011,Action,THQ,,
"Sesame Street: Ready, Set, Grover!",Wii,2011,Misc,Warner Bros. Interactive Entertainment,,
Toaru Majutsu no Index,PSP,2011,Adventure,Kadokawa Shoten,,
Uta no Prince-Sama: Music,PSP,2011,Misc,Broccoli,,
Weiss Schwarz Portable,PSP,2011,Strategy,Namco Bandai Games,,
Metal Gear Solid HD Edition,PS3,2011,Action,Konami Digital Entertainment,,
Monkey Island: Special Edition Collection,PS3,2011,Adventure,Activision,,
Lord of Apocalypse,PSV,2011,Role-Playing,Square Enix,,
HOP,DS,2011,Platform,505 Games,,
Harry Potter and the Deathly Hallows - Part 2,PC,2011,Action,Electronic Arts,,
Nicktoons: MLB,DS,2011,Sports,Take-Two Interactive,,
Start the Party! Save the World,PS3,2011,Misc,Sony Computer Entertainment,,
Lord of Apocalypse,PSP,2011,Role-Playing,Square Enix,,
Dora & Kai-Lan's Pet Shelter,DS,2011,Strategy,Take-Two Interactive,,
Who Wants to Be A Millionaire?,X360,2011,Misc,Ubisoft,,
Digimon Story: Super Xros Wars Blue/Red,DS,2011,Role-Playing,Namco Bandai Games,,
Squinkies 2: Adventure Mall Surprize!,DS,2011,Platform,Activision,,
National Geographic Challenge!,Wii,2011,Misc,Black Bean Games,,
Kung Fu Panda 2,PS3,2011,Action,THQ,,
Dragon Ball Kai: Ultimate Butouden,DS,2011,Fighting,Namco Bandai Games,,
Champion Jockey: G1 Jockey & Gallop Racer,Wii,2011,Sports,Tecmo Koei,,
No More Heroes: Red Zone,PS3,2011,Action,Marvelous Interactive,,
Chou Jigen Game Neptune Mk-II,PS3,2011,Role-Playing,Compile Heart,,
FIFA 12,PS2,2011,Sports,Electronic Arts,,
SaGa 3: Jikuu no Hasha - Shadow or Light,DS,2011,Role-Playing,Square Enix,,
Edna & Harvey: Harvey's New Eyes,PC,2011,Adventure,Rondomedia,,
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,PS3,2011,Action,THQ,,
Kaijuu Busters Powered,DS,2011,Action,Namco Bandai Games,,
Steins;Gate: Hiyoku Renri no Darling,X360,2011,Adventure,5pb,,
Cartoon Network: Punch Time Explosion XL,Wii,2011,Fighting,Crave Entertainment,,
WSC Real 11: World Snooker Championship,PS3,2011,Sports,Koch Media,,
Super Sentai Battle: Ranger Cross,Wii,2011,Action,Namco Bandai Games,,
Ken to Mahou to Gakuen Mono. Final: Shinnyusei wa Ohimesama,PSP,2011,Strategy,Acquire,,
Sengoku Musou 3: Moushouden ,Wii,2011,Action,Ackkstudios,,
The $1 Pyramid,Wii,2011,Misc,Ubisoft,,
FabStyle,DS,2011,Strategy,Tecmo Koei,,
Ro-Kyu-Bu!,PSP,2011,Adventure,Kadokawa Shoten,,
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,Wii,2011,Action,THQ,,
The Idolmaster: Gravure For You! Vol. 3,PS3,2011,Misc,Namco Bandai Games,,
Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion,DS,2011,Sports,Konami Digital Entertainment,,
Fairy Tail: Portable Guild 2,PSP,2011,Fighting,Konami Digital Entertainment,,
Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PS3,2011,Sports,Konami Digital Entertainment,,
Cartoon Network: Punch Time Explosion XL,X360,2011,Fighting,Crave Entertainment,,
"Sesame Street: Ready, Set, Grover!",DS,2011,Misc,Warner Bros. Interactive Entertainment,,
WRC 2: FIA World Rally Championship,X360,2011,Racing,Ubisoft,,
Pro Farm 1,PC,2011,Simulation,Excalibur Publishing,,
Jewel Link Chronicles: Legend of Athena,DS,2011,Puzzle,GSP,,
Pro Yaky? Spirits 2011,3DS,2011,Sports,Konami Digital Entertainment,,
We Sing Rock!,Wii,2011,Misc,Nordic Games,,
Ragnarok: Hikari to Yami no Koujo,PSP,2011,Role-Playing,GungHo,,
Billy's Boot Camp: Wii de Enjoy Diet!,Wii,2011,Sports,Rocket Company,,
"Horrid Henry: The Good, The Bad and The Bugly",3DS,2011,Platform,Asylum Entertainment,,
Cartoon Network: Punch Time Explosion XL,PS3,2011,Fighting,Crave Entertainment,,
Nobunaga no Yabou: Tendou with Power-Up Kit,PS3,2011,Strategy,Tecmo Koei,,
Order Up!!,PS3,2011,Action,Funbox Media,,
Motion Explosion!,X360,2011,Misc,505 Games,,
Pop'n Music Portable 2,PSP,2011,Misc,Konami Digital Entertainment,,
Growlanser IV: Over Reloaded,PSP,2011,Role-Playing,Atlus,,
Paws & Claws: Marine Rescue,DS,2011,Simulation,THQ,,
Meitantei Conan: Aoki Houseki no Rinbukyoku,DS,2011,Adventure,Namco Bandai Games,,
Rurouni Kenshin: Meiji Kenkaku Romantan Saisen,PSP,2011,Fighting,Namco Bandai Games,,
Santa Claus Is Comin' to Town!,DS,2011,Puzzle,Crave Entertainment,,
The Book of Unwritten Tales: The Critter Chronicles,PC,2011,Action,Crimson Cow,,
ZhuZhu Pets: Quest for Zhu,DS,2011,Misc,Activision,,
Akai Katana Shin,X360,2011,Shooter,Cave,,
Nicola Kanshuu: Model * Oshare Audition 2,3DS,2011,Action,Alchemist,,
SBK 2011: FIM Superbike World Championship,X360,2011,Racing,Black Bean Games,,
Eigo de Tabisuru: Little Charo,DS,2011,Misc,Nintendo,,
Paws & Claws: Pampered Pets 2,DS,2011,Simulation,THQ,,
Vitamin X to Z,PSP,2011,Adventure,D3Publisher,,
Senritsu no Stratus,PSP,2011,Role-Playing,Konami Digital Entertainment,,
Monkey Island: Special Edition Collection,X360,2011,Adventure,Activision,,
Atari's Greatest Hits: Volume 2,DS,2011,Misc,Atari,,
Toaru Kagaku no Chou Denjihou,PSP,2011,Adventure,Kadokawa Shoten,,
Champion Jockey: G1 Jockey & Gallop Racer,X360,2011,Sports,Tecmo Koei,,
Yuugen Gaisha Brave Company,3DS,2011,Strategy,Namco Bandai Games,,
Ken to Mahou to Gakuen Mono. 3D,3DS,2011,Role-Playing,Acquire,,
Warriors: Legends of Troy,X360,2011,Action,Tecmo Koei,,
Pro Yakyuu Famista 2011,3DS,2011,Sports,Namco Bandai Games,,
GachiTora! Abarenbou Kyoushi in High School,PSP,2011,Action,Spike,,
McDROID,PSP,2011,Strategy,Namco Bandai Games,,
My Fitness Coach: Club,Wii,2011,Sports,Ubisoft,,
The Idolmaster 2,X360,2011,Simulation,Namco Bandai Games,,
The Idolmaster: Gravure For You! Vol. 2,PS3,2011,Misc,Namco Bandai Games,,
Metal Max 2 Reloaded,DS,2011,Role-Playing,Unknown,,
Mega Minis Volume 3,PSP,2011,Misc,Sony Computer Entertainment,,
Classic Dungeon X2,PSP,2011,Role-Playing,Nippon Ichi Software,,
Treasure Report: Kikai Jikake no Isan,DS,2011,Adventure,Namco Bandai Games,,
Venus & Braves: Majo to Megami to Horobi no Yogen,PSP,2011,Role-Playing,Namco Bandai Games,,
Powerful Golf,DS,2011,Sports,Konami Digital Entertainment,,
Noddy in Toyland,DS,2011,Misc,GSP,,
To Heart 2 DX Plus,PS3,2011,Adventure,Aqua Plus,,
Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,PSP,2011,Adventure,Namco Bandai Games,,
SD Gundam G Generation World,Wii,2011,Strategy,Namco Bandai Games,,
Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,DS,2011,Action,Namco Bandai Games,,
Jewel Quest 5: The Sleepless Star,PC,2011,Action,Astragon,,
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PSV,2011,Adventure,ChunSoft,,
The Lost Treasures of Alexandria,DS,2011,Puzzle,Unknown,,
Arcana Famiglia: La storia della Aracana Famiglia,PSP,2011,Adventure,Comfort,,
Jonah Lomu Rugby Challenge,PC,2011,Sports,Home Entertainment Suppliers,,
Nazo Waku Yakata: Oto no Ma ni Ma ni,3DS,2011,Misc,Capcom,,
Max & the Magic Marker,DS,2011,Platform,Unknown,,
Kimi ni Todoke: Tsutaeru Kimochi,DS,2011,Adventure,Banpresto,,
Nora to Koku no Koubou: Kiri no Mori no Majo,DS,2011,Role-Playing,Atlus,,
Jewel Master: Cradle Of Rome 2,PC,2011,Puzzle,Rising Star Games,,
Jerry Rice and Nitus' Dog Football,Wii,2011,Sports,Tommo,,
Kids Learn Music A+ Edition,DS,2011,Misc,Unknown,,
Zombi Daisuki,DS,2011,Action,ChunSoft,,
Hana to Ikimo no Rittai Zukan,3DS,2011,Misc,Nintendo,,
Amnesia,PSP,2011,Adventure,Idea Factory,,
Phantom Kingdom Portable,PSP,2011,Role-Playing,Nippon Ichi Software,,
National Geographic Challenge!,PS3,2011,Misc,Black Bean Games,,
Duke Nukem Trilogy: Critical Mass,DS,2011,Shooter,Deep Silver,,
Chaos;Head - Love Chu*Chu!,PSP,2011,Adventure,5pb,,
Gakuen Hetalia Portable,PSP,2011,Adventure,Idea Factory,,
Gray Matter,X360,2011,Adventure,DTP Entertainment,,
Riding Stables: The Whitakers present Milton and Friends,3DS,2011,Sports,DTP Entertainment,,
S.Y.K Renshouden Portable,PSP,2011,Adventure,Idea Factory,,
Gal*Gun,X360,2011,Shooter,Alchemist,,
Harukanaru Toki no Naka de 5,PSP,2011,Role-Playing,Tecmo Koei,,
Hakuouki: Reimeiroku Portable,PSP,2011,Adventure,Idea Factory,,
Durarara!! 3way Standoff: Alley,PSP,2011,Adventure,Kadokawa Shoten,,
Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,PSP,2011,Adventure,Idea Factory,,
WSC Real 11: World Snooker Championship,X360,2011,Sports,Koch Media,,
Just Sing! Vol. 2,DS,2011,Misc,PQube,,
Jewel Quest Mysteries 2: Trail of the Midnight Heart,DS,2011,Puzzle,Unknown,,
Wicked Monster Blast!,Wii,2011,Shooter,PQube,,
Suzumiya Haruhi no Tsuisou,PSP,2011,Adventure,Namco Bandai Games,,
Clock Zero: Shuuen no Ichibyou Portable,PSP,2011,Adventure,Idea Factory,,
Hakuouki: Zuisouroku DS,DS,2011,Adventure,Idea Factory,,
FabStyle,3DS,2011,Strategy,Tecmo Koei,,
Suzumiya Haruhi no Tsuisou,PS3,2011,Adventure,Namco Bandai Games,,
Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,DS,2011,Role-Playing,Hudson Soft,,
Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,PS3,2011,Strategy,Nippon Ichi Software,,
Mashiro Iro Symphony: *mutsu-no-hana,PSP,2011,Adventure,Comfort,,
Dream C Club Zero,X360,2011,Simulation,D3Publisher,,
7 Wonders: Treasures of Seven,DS,2011,Puzzle,Avanquest,,
Clannad,PS3,2011,Adventure,Prototype,,
SBK 2011: FIM Superbike World Championship,PC,2011,Racing,Black Bean Games,,
Castlevania: Lords of Shadow - Reverie,PS3,2011,Action,Konami Digital Entertainment,,
